departamento,municipio,ubicacion,altitud
magdalena,aracataca,"(10.57491667, -74.12666667)",67
magdalena,aracataca,"(10.54066667, -74.18697222)",30
atlantico,sabanalarga (atlántico),"(10.55777778, -74.97177778)",100
cesar,pueblo bello,"(10.56330556, -73.60380556)",20
la guajira,urumita,"(10.56638889, -73.01638889)",255
magdalena,el retén,"(10.57366667, -74.22411111)",20
cesar,valledupar,"(10.55, -73.08333333)",50
atlantico,repelón,"(10.56666667, -75.08333333)",12
cesar,valledupar,"(10.57419444, -73.397)",550
arauca,arauca,"(7.06944444, -70.73805556)",128
antioquia,remedios,"(7.06805556, -74.71505556)",650
antioquia,yarumal,"(7.07072222, -75.35558333)",2400
arauca,arauca,"(7.06305556, -70.89638889)",134
antioquia,briceño (antioquia),"(7.06666667, -75.68333333)",458
santander,girón,"(7.06666667, -73.3)",520
santander,girón,"(7.06666667, -73.16666667)",777
santander,floridablanca,"(7.06666667, -73.06666667)",925
santander,floridablanca,"(7.06666667, -73.06666667)",925
arauca,arauca,"(7.06666667, -70.55)",113
antioquia,anorí,"(7.07191667, -75.15052778)",1601
santander,lebrija,"(7.07972222, -73.21361111)",150
norte de santander,cúcuta,"(8.20194444, -72.43222222)",87
santander,girón,"(7.07638889, -73.32777778)",267
santander,girón,"(7.07638889, -73.32777778)",267
santander,girón,"(7.07666667, -73.35805556)",400
arauca,arauca,"(7.07916667, -70.56555556)",115
santander,floridablanca,"(7.07944444, -73.06305556)",150
chocó,carmen del darién  (curbaradó),"(7.08333333, -76.91666667)",25
santander,barrancabermeja,"(7.03333333, -73.71666667)",85
antioquia,dabeiba,"(7.08333333, -76.41666667)",300
norte de santander,cúcuta,"(8.21666667, -72.55)",75
norte de santander,cúcuta,"(8.21666667, -72.51666667)",70
norte de santander,cúcuta,"(8.21694444, -72.43611111)",100
norte de santander,la playa,"(8.2175, -73.235)",1500
norte de santander,cúcuta,"(8.21916667, -72.52455556)",70
cesar,gamarra,"(8.22233333, -73.77341667)",42
antioquia,mutatá,"(7.22944444, -76.43805556)",132
cesar,chiriguaná,"(9.34233333, -73.49088889)",120
santander,puerto wilches,"(7.22277778, -73.91916667)",170
norte de santander,toledo (norte de santander),"(7.22666667, -72.44194444)",145
norte de santander,labateca,"(7.22788889, -72.44591667)",1111
santander,rionegro (santander),"(7.23333333, -73.23333333)",772
santander,rionegro (santander),"(7.23333333, -73.15)",140
antioquia,segovia,"(7.23611111, -74.80794444)",100
santander,rionegro (santander),"(7.24013889, -73.19536111)",778
santander,puerto wilches,"(7.24611111, -73.79)",138
antioquia,valdivia,"(7.24677778, -75.30219444)",10
antioquia,ituango,"(7.24963889, -75.73408333)",1950
santander,sabana de torres,"(7.26416667, -73.54805556)",132
santander,tona,"(7.23333333, -72.98333333)",1375
norte de santander,silos,"(7.23333333, -72.76666667)",3228
antioquia,tarazá,"(7.25, -75.26666667)",800
santander,puerto wilches,"(7.25, -73.93333333)",60
santander,puerto wilches,"(7.25, -73.91666667)",70
santander,rionegro (santander),"(7.25, -73.15)",769
norte de santander,toledo (norte de santander),"(7.25, -72.58333333)",1100
bolívar,cantagallo,"(7.26666667, -74.01666667)",63
norte de santander,cácota,"(7.27, -72.64361111)",2645
santander,sabana de torres,"(7.27027778, -73.49083333)",161
antioquia,tarazá,"(7.47411111, -75.26438889)",190
bolívar,san pablo (bolívar),"(7.475, -73.92555556)",165
santander,rionegro (santander),"(7.48333333, -73.46666667)",116
santander,suratá,"(7.48333333, -73.01666667)",1967
norte de santander,cúcuta,"(8.2455, -72.52630556)",74
norte de santander,cúcuta,"(8.23361111, -72.41722222)",70
antioquia,zaragoza,"(7.48622222, -74.87238889)",50
santander,sabana de torres,"(7.48944444, -73.67833333)",90
norte de santander,sardinata,"(8.22444444, -72.85805556)",480
cesar,aguachica,"(8.22888889, -73.60277778)",208
córdoba,ayapel,"(8.23584722, -74.96043889)",24
cesar,el copey,"(10.271, -73.97266667)",151
antioquia,cáceres,"(7.5, -75.41666667)",160
antioquia,cáceres,"(7.5, -75.25)",125
antioquia,zaragoza,"(7.5, -74.71666667)",150
chocó,riosucio (choco),"(7.51666667, -77.2)",5
norte de santander,ocaña,"(8.23333333, -73.36666667)",1220
norte de santander,ábrego,"(8.23333333, -73.05)",190
norte de santander,el zulia,"(8.23333333, -72.53333333)",90
norte de santander,cúcuta,"(8.23333333, -72.43333333)",90
cesar,aguachica,"(8.24944444, -73.58)",250
córdoba,valencia,"(8.26222222, -76.16916667)",80
córdoba,tierralta,"(8.26611111, -75.90388889)",60
bolívar,maría la baja,"(9.93388889, -75.4175)",10
bolívar,maría la baja,"(9.94416667, -75.35138889)",13
norte de santander,ocaña,"(8.25, -73.36666667)",1210
norte de santander,ábrego,"(8.25, -73.05)",1150
chocó,unguía,"(8.26666667, -77.06666667)",5
bolívar,maría la baja,"(9.93333333, -75.35)",10
bolívar,maría la baja,"(9.93333333, -75.31666667)",3
bolívar,maría la baja,"(9.93333333, -75.3)",37
bolívar,maría la baja,"(9.93333333, -75.28333333)",16
cesar,agustín codazzi,"(9.93333333, -73.35)",180
cesar,agustín codazzi,"(9.93333333, -73.26666667)",110
bolívar,san juan nepomuceno,"(9.94930556, -75.21719444)",70
bolívar,san juan nepomuceno,"(9.95833333, -75.18611111)",100
norte de santander,labateca,"(7.29805556, -72.50055556)",1560
bolívar,maría la baja,"(9.95, -75.3)",20
bolívar,maría la baja,"(9.95, -75.28333333)",33
cesar,valledupar,"(9.95, -73.38333333)",80
bolívar,maría la baja,"(9.96666667, -75.33333333)",5
bolívar,maría la baja,"(9.96666667, -75.3)",10
bolívar,maría la baja,"(9.96666667, -75.28333333)",20
bolívar,san juan nepomuceno,"(9.96666667, -75.18333333)",100
cesar,bosconia,"(9.96666667, -73.83333333)",130
antioquia,valdivia,"(7.3, -75.43333333)",125
bolívar,cantagallo,"(7.3, -74.0)",162
córdoba,planeta rica,"(8.41666667, -75.56666667)",90
córdoba,planeta rica,"(8.41666667, -75.56666667)",90
córdoba,pueblo nuevo,"(8.42, -75.27388889)",25
norte de santander,teorama,"(8.44222222, -73.28527778)",1160
bolívar,arenal,"(8.45944444, -73.94111111)",74
córdoba,ayapel,"(8.46138889, -75.03416667)",20
córdoba,montería,"(8.47583333, -75.76527778)",55
norte de santander,tibú,"(8.48805556, -72.63111111)",50
córdoba,montería,"(8.43333333, -75.96666667)",42
córdoba,montería,"(8.43333333, -75.95)",21
norte de santander,teorama,"(8.43333333, -73.3)",160
norte de santander,teorama,"(8.44222222, -73.28527778)",1160
córdoba,montería,"(8.45, -76.01666667)",27
córdoba,montería,"(8.45, -75.96666667)",30
norte de santander,tibú,"(8.46861111, -72.57944444)",62
córdoba,montería,"(8.4895, -75.95316667)",20
córdoba,montería,"(8.50194444, -76.17527778)",100
córdoba,montería,"(8.50402778, -75.96369444)",17
norte de santander,tibú,"(8.51494444, -72.69744444)",40
bolívar,ríoviejo,"(8.5175, -73.88361111)",37
norte de santander,tibú,"(8.5175, -72.69805556)",50
chocó,acandí,"(8.53083333, -77.27694444)",2
cesar,la gloria,"(8.53191667, -73.64147222)",166
norte de santander,teorama,"(8.53805556, -73.24444444)",360
bolívar,mahates,"(10.23978611, -75.20380833)",9
antioquia,necoclí,"(8.5, -76.68333333)",20
córdoba,montería,"(8.50555556, -75.95222222)",18
chocó,acandí,"(8.53333333, -77.28333333)",2
sucre,majagual,"(8.53333333, -74.65)",25
sucre,majagual,"(8.53333333, -74.61666667)",70
bolívar,ríoviejo,"(8.53333333, -74.05)",160
magdalena,zona bananera,"(10.72111111, -74.19972222)",20
atlantico,piojó,"(10.72188889, -75.14011111)",80
magdalena,puebloviejo,"(10.7225, -74.27191667)",25
cesar,valledupar,"(10.70386111, -73.21161111)",450
cesar,valledupar,"(10.71222222, -73.40222222)",1160
bolívar,maría la baja,"(9.98333333, -75.3)",10
bolívar,maría la baja,"(9.96916667, -75.40027778)",12
cesar,bosconia,"(9.97575, -73.88175)",130
bolívar,maría la baja,"(9.98361111, -75.2275)",60
cesar,bosconia,"(9.96666667, -73.8)",75
bolívar,maría la baja,"(9.96916667, -75.40027778)",12
bolívar,maría la baja,"(9.98333333, -75.3)",10
bolívar,maría la baja,"(9.98333333, -75.3)",10
cesar,bosconia,"(9.98333333, -73.86666667)",90
cesar,bosconia,"(9.97741667, -73.88930556)",50
chocó,lloró,"(5.52155556, -76.51772222)",75
cesar,agustín codazzi,"(10.00180556, -73.24938889)",180
cesar,bosconia,"(10.0, -73.83333333)",160
bolívar,maría la baja,"(10.01, -75.32)",3
antioquia,sonsón,"(5.69519444, -75.31377778)",580
bolívar,arjona,"(10.25027778, -75.35444444)",60
bolívar,calamar (bolívar),"(10.25386111, -74.91169444)",8
bolívar,mahates,"(10.25, -75.2)",8
bolívar,calamar (bolívar),"(10.26177778, -74.9125)",6
cesar,valledupar,"(10.26783333, -73.41713889)",104
cesar,san diego,"(10.27138889, -73.13138889)",350
magdalena,fundación,"(10.27686111, -73.97780556)",150
atlantico,suan,"(10.27788889, -74.92022222)",8
bolívar,mahates,"(10.27844444, -75.16533333)",9
cesar,valledupar,"(10.30708333, -73.32544444)",180
cesar,valledupar,"(10.28333333, -73.43333333)",80
atlantico,suan,"(10.3, -74.9)",8
cesar,valledupar,"(10.3, -73.35)",150
atlantico,santa lucia,"(10.30280833, -74.94655833)",8
atlantico,santa lucia,"(10.31666667, -74.96666667)",25
atlantico,santa lucia,"(10.31666667, -74.95)",5
magdalena,algarrobo,"(10.30805556, -74.03922222)",140
magdalena,pivijai,"(10.32155556, -74.42397222)",60
bolívar,calamar (bolívar),"(10.32986944, -75.04486389)",8
arauca,arauca,"(7.06378056, -70.73308056)",125
magdalena,el piñón,"(10.34441667, -74.73211111)",41
cesar,valledupar,"(10.34705556, -73.44413889)",244
cesar,valledupar,"(10.36288889, -73.31736111)",120
cesar,valledupar,"(10.36305556, -73.31944444)",110
atlantico,campo de la cruz,"(10.37663889, -74.88841667)",4
atlantico,santa lucia,"(10.35, -75.0)",7
cesar,la paz (cesar),"(10.35, -73.18333333)",165
cesar,la paz (cesar),"(10.35, -73.1)",500
cesar,la paz (cesar),"(10.35, -73.05)",850
atlantico,santa lucia,"(10.36666667, -75.01666667)",7
cesar,valledupar,"(10.36666667, -73.5)",225
norte de santander,pamplonita,"(7.51736111, -72.64408333)",1107
antioquia,zaragoza,"(7.531, -74.95275)",125
norte de santander,cucutilla,"(7.53416667, -72.77277778)",1280
bolívar,san pablo (bolívar),"(7.51666667, -74.18333333)",529
santander,rionegro (santander),"(7.51666667, -73.56666667)",405
santander,sabana de torres,"(7.51666667, -73.56666667)",85
santander,sabana de torres,"(7.51666667, -73.56666667)",108
santander,sabana de torres,"(7.51666667, -73.5)",70
santander,sabana de torres,"(7.53333333, -73.61666667)",68
santander,puerto wilches,"(7.53333333, -73.61666667)",80
santander,sabana de torres,"(7.53333333, -73.58333333)",80
santander,sabana de torres,"(7.53333333, -73.55)",136
antioquia,chigorodó,"(7.53833333, -76.60555556)",58
santander,sabana de torres,"(7.54138889, -73.59805556)",98
córdoba,san carlos (córdoba),"(8.80472222, -75.765)",9
sucre,sucre (sucre),"(8.80972222, -74.72222222)",19
bolívar,barranco de loba,"(8.80972222, -74.25444444)",23
sucre,sucre (sucre),"(8.81611111, -74.72944444)",50
bolívar,san martín de loba,"(8.82277778, -73.96583333)",40
córdoba,montería,"(8.82583333, -75.82513889)",20
santander,sabana de torres,"(7.55, -73.56666667)",72
santander,rionegro (santander),"(7.55, -73.53333333)",130
norte de santander,cucutilla,"(7.55, -72.76666667)",1380
córdoba,montería,"(8.8, -75.86666667)",14
córdoba,montería,"(8.8, -75.85)",14
córdoba,san carlos (córdoba),"(8.8, -75.7)",10
córdoba,montería,"(8.81666667, -75.85)",13
santander,san gil,"(6.54666667, -73.12805556)",1113
córdoba,montería,"(8.82991667, -75.85611111)",20
norte de santander,tibú,"(8.83472222, -72.79166667)",75
córdoba,cereté,"(8.83952778, -75.80188889)",20
antioquia,arboletes,"(8.84694444, -76.43194444)",4
córdoba,montería,"(8.84861111, -76.04527778)",120
córdoba,montería,"(8.82663889, -75.84197222)",18
bolívar,barranco de loba,"(8.85191667, -74.26877778)",23
amazonas,leticia,"(-4.19938889, -69.94369444)",84
antioquia,yondó (casabe),"(7.08944444, -73.94416667)",85
arauca,arauca,"(7.09083333, -70.74388889)",122
norte de santander,toledo (norte de santander),"(7.09361111, -72.2525)",850
norte de santander,toledo (norte de santander),"(7.09888889, -72.30027778)",1660
antioquia,briceño (antioquia),"(7.10527778, -75.51166667)",1440
santander,girón,"(7.10861111, -73.41944444)",180
santander,barrancabermeja,"(7.10944444, -73.85472222)",75
antioquia,yondó (casabe),"(7.08333333, -73.95)",100
santander,barrancabermeja,"(7.1, -73.8)",75
santander,bucaramanga,"(7.09027778, -73.12388889)",925
santander,tona,"(7.11, -72.96638889)",3310
santander,lebrija,"(7.12147222, -73.18452778)",1189
santander,floridablanca,"(7.12444444, -73.05722222)",1779
santander,san vicente de chucurí,"(7.12716667, -73.52055556)",150
santander,bucaramanga,"(7.12833333, -73.11833333)",125
antioquia,remedios,"(7.11666667, -74.6)",240
bolívar,cantagallo,"(7.11666667, -74.21666667)",200
santander,bucaramanga,"(7.11666667, -73.15)",830
santander,bucaramanga,"(7.11666667, -73.13333333)",110
santander,tona,"(7.11666667, -73.0)",2250
santander,tona,"(7.11666667, -73.0)",2210
antioquia,segovia,"(7.13333333, -74.65)",450
antioquia,yondó (casabe),"(7.13333333, -74.03333333)",75
bogotá,"bogota, d.c","(4.34294444, -74.18388889)",3320
santander,vetas,"(7.30888889, -72.87833333)",3220
norte de santander,mutiscua,"(7.31694444, -72.71833333)",2875
antioquia,zaragoza,"(7.31930556, -74.83933333)",220
antioquia,ituango,"(7.32375, -75.61686111)",530
santander,rionegro (santander),"(7.32805556, -73.165)",800
santander,rionegro (santander),"(7.3, -73.25)",550
norte de santander,mutiscua,"(7.3, -72.75)",2650
chocó,riosucio (choco),"(7.31666667, -77.16666667)",75
santander,california,"(7.31666667, -72.86666667)",3100
antioquia,tarazá,"(7.56255556, -75.44855556)",175
norte de santander,ragonvalia,"(7.56972222, -72.53388889)",1760
santander,sabana de torres,"(7.57444444, -73.55972222)",84
norte de santander,ragonvalia,"(7.57666667, -72.48388889)",1550
santander,sabana de torres,"(7.57805556, -73.56055556)",78
antioquia,el bagre,"(7.56666667, -74.66666667)",400
santander,sabana de torres,"(7.56666667, -73.6)",73
santander,sabana de torres,"(7.56666667, -73.56666667)",124
santander,rionegro (santander),"(7.56666667, -73.4)",150
norte de santander,ragonvalia,"(7.56666667, -72.53333333)",1760
chocó,riosucio (choco),"(7.57666667, -77.12555556)",5
antioquia,cáceres,"(7.57905556, -75.34783333)",95
santander,puerto wilches,"(7.58611111, -73.82527778)",105
santander,sabana de torres,"(7.59333333, -73.68138889)",89
norte de santander,la esperanza,"(7.59555556, -73.3275)",300
norte de santander,chinácota,"(7.61277778, -72.59083333)",1350
santander,rionegro (santander),"(7.61555556, -73.64888889)",100
antioquia,tarazá,"(7.58333333, -75.4)",120
santander,lebrija,"(7.58333333, -73.6)",115
norte de santander,arboledas,"(7.58361111, -72.9275)",1750
antioquia,tarazá,"(7.6, -75.41666667)",125
santander,sabana de torres,"(7.6, -73.61666667)",70
santander,rionegro (santander),"(7.6, -73.58333333)",80
córdoba,tierralta,"(7.61666667, -76.3)",150
antioquia,el bagre,"(7.61666667, -74.8)",160
norte de santander,chitagá,"(7.13944444, -72.66472222)",2410
antioquia,anorí,"(7.14719444, -75.07977778)",950
bolívar,barranco de loba,"(8.88333333, -74.35)",21
santander,bucaramanga,"(7.13333333, -73.13333333)",931
santander,lebrija,"(7.15, -73.21666667)",329
santander,tona,"(7.15, -73.01666667)",190
bolívar,san jacinto del cauca,"(8.26666667, -74.73333333)",30
bolívar,san jacinto del cauca,"(8.26666667, -74.73333333)",30
cesar,aguachica,"(8.26666667, -73.6)",120
norte de santander,cúcuta,"(8.26666667, -72.45)",70
antioquia,san pedro de urabá,"(8.27780556, -76.39130556)",137
córdoba,valencia,"(8.28333333, -76.26666667)",110
bolívar,morales (bolívar),"(8.28333333, -73.86666667)",110
norte de santander,la playa,"(8.28333333, -73.2)",1620
córdoba,planeta rica,"(8.28777778, -75.51)",55
bolívar,san jacinto del cauca,"(8.29133333, -74.60572222)",40
cesar,río de oro,"(8.29305556, -73.38833333)",1200
norte de santander,sardinata,"(8.29761111, -72.88361111)",273
chocó,unguía,"(8.30805556, -77.07583333)",11
norte de santander,ocaña,"(8.31527778, -73.3575)",1435
norte de santander,cúcuta,"(8.28333333, -72.46666667)",70
córdoba,valencia,"(8.3, -76.08333333)",70
córdoba,ayapel,"(8.3, -75.11666667)",25
bolívar,montecristo,"(8.3, -74.35)",150
cesar,aguachica,"(8.3, -73.61666667)",200
cesar,aguachica,"(8.3, -73.58333333)",240
córdoba,valencia,"(8.31666667, -76.1)",70
cesar,gamarra,"(8.32666667, -73.73777778)",150
cesar,valledupar,"(10.02997222, -73.66883333)",60
santander,suratá,"(7.34111111, -72.99)",1620
santander,puerto wilches,"(7.34438889, -73.90505556)",66
santander,puerto wilches,"(7.34861111, -73.89305556)",73
cesar,gamarra,"(8.32136111, -73.74622222)",3985
sucre,san onofre,"(10.01666667, -75.45)",20
cesar,valledupar,"(10.01666667, -73.7)",75
antioquia,mutatá,"(7.35, -76.63333333)",160
antioquia,anorí,"(7.35, -75.03333333)",330
antioquia,segovia,"(7.35, -74.65)",2400
santander,matanza,"(7.36666667, -73.03333333)",1570
santander,matanza,"(7.36666667, -73.03333333)",1570
santander,suratá,"(7.36666667, -72.98333333)",1610
antioquia,valdivia,"(7.36991667, -75.32761111)",125
norte de santander,pamplona,"(7.37311111, -72.645)",2340
santander,sabana de torres,"(7.39, -73.48944444)",144
antioquia,necoclí,"(8.54266667, -76.67336111)",54
sucre,majagual,"(8.54269444, -74.62733333)",26
córdoba,montería,"(8.55777778, -75.86111111)",75
bolívar,achí,"(8.55997222, -74.55386111)",28
sucre,san marcos,"(8.57638889, -75.08972222)",60
antioquia,tarazá,"(7.38333333, -75.45)",138
antioquia,anorí,"(7.38333333, -75.0)",165
bolívar,cantagallo,"(7.38333333, -73.91666667)",62
antioquia,anorí,"(7.4, -74.95)",258
córdoba,montería,"(8.5654, -75.96590833)",25
bolívar,ríoviejo,"(8.58333333, -73.83333333)",37
antioquia,mutatá,"(7.33466667, -76.48602778)",132
sucre,san marcos,"(8.60083333, -75.25722222)",30
norte de santander,tibú,"(8.60111111, -72.80861111)",70
sucre,majagual,"(8.60277778, -74.69972222)",50
cesar,tamalameque,"(8.86038889, -73.81544444)",20
córdoba,montería,"(8.86833333, -75.83555556)",13
norte de santander,el tarra,"(8.87583333, -72.98222222)",75
sucre,sucre (sucre),"(8.88166667, -74.70805556)",20
santander,lebrija,"(7.33527778, -73.33083333)",331
córdoba,montería,"(8.6, -76.03333333)",80
norte de santander,convención,"(8.6, -73.31666667)",1150
norte de santander,convención,"(8.61033333, -73.35113889)",1280
cesar,tamalameque,"(8.86666667, -73.81666667)",33
